x,y,z,a,b,c,d
124.3987584,76.13141118,29.98586379,0.999998459,0.001286939,0.004588928,-2.67125E-07
122.6589979,72.98921023,29.97841764,0.999998728,0.000268398,0.003459693,-8.33516E-08
121.4107223,69.60959884,29.98747628,1.000005009,0.001011802,-0.00310805,0.000872979
120.2487541,66.12520054,29.95108158,1.000002453,0.001264313,-0.001712255,-9.17121E-05
121.3523865,62.85724378,29.99997633,0.999978698,0.000135624,-0.006783725,-1.4375E-05
123.2914219,60.29550114,29.97748465,0.999967813,0.002440374,-0.007889371,-1.16137E-05
125.1203103,57.38738374,29.98545001,0.99999856,0.000538428,-0.004172932,1.25004E-09
126.5282135,54.14732799,29.96595808,0.999997902,-0.000701545,-0.003430142,-0.000331815
127.4924958,50.6770257,29.98669082,1.000001552,0.000872302,0.000609499,-0.00044476
128.9880817,47.39398293,29.97947252,1.000001549,-5.16923E-05,-0.000295543,-0.000249861
130.7334118,44.18543685,29.98882932,1.000022289,7.04526E-05,-0.009148528,-9.24153E-05
129.3456682,41.25792666,29.97725128,0.99996766,0.00095858,0.008330902,-1.18455E-05
127.7798505,38.31632573,29.98494712,0.999999651,0.000424906,0.004423928,-2.96173E-05
125.9947817,35.42466539,29.979124,0.999980249,0.000733578,0.006447366,-7.12526E-06
123.7844915,32.8786012,29.98290195,0.999998517,0.001188843,0.004266734,-2.90549E-07
121.1262335,30.9393674,29.97963032,0.999975323,0.003500776,0.006444678,-3.35252E-05
118.2475533,29.28167868,29.97916256,0.999998498,0.002443043,0.003794986,-1.94353E-07
115.1327603,28.31025018,29.98428656,0.999999009,0.003861173,0.003827961,0.000474619
111.9229218,27.11590482,29.98182552,0.999998651,0.00225166,0.003023989,-1.31752E-07
108.574103,26.55112946,29.98353714,0.999998576,0.003182795,0.002557443,-1.00267E-07
105.1588002,26.37082264,29.98276759,0.999998598,0.003378268,0.002120076,-9.32914E-08
101.671681,26.35860267,29.98205079,0.99999869,0.003100604,0.001859761,-7.16564E-08
98.33691068,26.0606065,29.98011764,1.000002962,0.001668323,0.002262752,0.000318002
94.96904351,25.86974222,29.97996195,1.000003126,0.001962845,0.002091498,0.000895328
91.47668307,26.14551025,29.99449365,0.999992549,0.002444555,0.001233052,-0.000310389
87.88222058,26.591196,29.95957562,0.999991517,0.003713811,0.001722157,-3.55312E-16
84.27242185,26.80803987,29.98550634,1.000001544,-0.000490645,-0.000356892,0.001150726
80.63801588,27.15552567,29.94765763,0.999998477,-0.001050892,-0.000466873,0.001891294
77.23679744,28.44630758,29.99642173,0.999990806,0.004627234,-1.66358E-05,-3.1994E-06
73.6573093,29.50417027,29.95766225,0.999994946,0.003092131,0.000686241,-3.37346E-16
70.32308908,30.98534414,29.99941583,0.999995109,0.004896864,5.6427E-05,0.001220424
67.6113555,33.27889268,29.97424678,0.999982897,0.005644722,-0.002470143,2.38538E-06
65.23154036,35.87903045,29.98600921,0.999999625,0.003388454,-0.001916338,9.51555E-06
63.36463214,38.79768078,29.97920426,0.999984408,0.004843035,-0.003816183,7.3318E-06
61.74272244,41.88679453,29.98504669,0.999998557,0.003164079,-0.002758371,1.15243E-07
60.49450971,45.14525397,29.97896235,0.99998662,0.003888227,-0.004153121,-1.51596E-05
59.74452487,48.52371341,29.98506704,0.999998553,0.002426707,-0.003474123,2.38012E-07
59.31291479,51.9816511,29.97390791,0.999987372,0.002796894,-0.004688059,-1.46534E-05
60.63755012,54.64829255,29.98026888,0.999960503,-0.000458543,-0.009239616,6.78507E-05
61.78442213,57.70033449,29.98119326,0.999980702,0.000885006,-0.006450323,-0.000125088
63.68482776,60.17392761,29.97983475,0.999966707,-0.001260798,-0.007847536,-5.03661E-05
65.6377393,62.81623983,29.98040924,0.99999853,-0.000271167,-0.004321583,1.9796E-07
68.00250995,65.09871746,29.98314285,0.999998525,-0.001057427,-0.004235955,2.79746E-07
70.61329961,67.18585898,29.9760859,0.99999857,-0.001296322,-0.003890697,1.23989E-07
72.0341323,70.24285398,29.98790678,0.999994097,-0.000311635,0.000190598,0.002114423
72.96905318,73.5846122,29.96284733,0.999998492,0.00049807,0.000450474,0.000225198
73.72387907,77.0160868,29.99845983,0.999998595,0.000368678,0.000465351,0.000173648
74.36208282,80.45780171,29.9923507,0.999995633,-0.003562613,-0.002877604,-0.004134013
73.22076423,83.56232983,29.97408829,0.999960515,0.000186631,0.008658676,-7.92287E-16
72.18263555,86.87304494,29.9868509,0.999999611,0.000536595,0.003548508,-1.43466E-05
70.48373208,89.80996062,29.97843444,0.999984897,-0.000622278,0.006067243,-5.45345E-08
68.77493066,92.87327166,29.98482023,0.999998815,-5.19E-05,0.003603691,-6.1225E-06
66.8239226,95.83470733,29.97399104,0.99999873,-0.0003041,0.003457591,-1.35139E-07
64.22557275,98.06076248,29.98167292,0.999998522,-0.001952894,0.003921998,-2.23203E-07
61.24052681,98.92509295,29.97636195,0.999970867,-0.006230453,0.005141218,3.35652E-05
58.21504318,99.06108481,29.98033547,0.999967915,-0.007769372,0.004465606,0.000253442
55.5135654,98.20351843,29.9808976,0.999965126,-0.008400586,0.002070274,8.4822E-05
52.90355745,96.94262407,29.98042504,0.999959985,-0.008783421,0.001489262,-1.31322E-05
50.202228,95.51370133,29.98194999,0.999978877,-0.0070304,0.001398147,9.51838E-05
47.57298072,93.79083835,29.97893644,0.999983081,-0.006357772,0.000825252,5.47866E-05
44.58893443,92.30159568,29.98249165,0.999998738,-0.003168588,0.001421099,-6.71596E-08
41.54868792,91.17036398,29.9887655,0.999988912,0.00056913,-0.000532402,-0.014988689
39.10528268,88.87494404,29.97966803,0.999986716,-0.005414129,-0.000801537,-6.09583E-06
36.59941386,86.49776622,29.98391327,0.999998874,-0.00336226,-0.000306198,2.43623E-06
34.22359344,84.00383528,29.98851644,0.999991847,-0.005061494,-0.000889465,-0.000804278
32.33036956,81.08497242,29.97873509,0.999989919,-0.004288263,-0.002179334,-3.40274E-06
31.12643687,77.88705691,29.9777099,0.999998558,-0.003045606,-0.002865544,1.46293E-07
30.28746585,74.556206,29.96606097,0.999998575,-0.002656833,-0.003083907,1.23392E-07
29.98677011,71.15620281,29.94242827,0.999984366,-0.003028843,-0.005067484,-7.09382E-06
29.36535673,67.7131965,29.88761397,0.99999207,-0.002825159,-0.003292824,-0.000291787
29.44766049,64.20860683,29.7750681,0.999988608,-0.002164908,-0.004622168,-6.2384E-06
30.5293456,65.14119258,29.98705822,0.99988362,0.012861331,-0.006620149,0.000347643
30.23453341,62.00880844,29.96222831,0.999993215,-0.004039177,-0.00066146,-0.001951219
29.99703649,58.7468243,29.99725808,0.999993609,-0.004152881,-0.000781572,-0.001681138
29.84823928,55.31829647,29.92513718,0.999992974,-0.003605697,-0.000950779,3.79382E-16
29.77109634,51.90548662,29.81750513,0.999999492,-0.000835258,-0.000324236,-0.000302673
29.88697547,48.43345438,29.80061529,0.999999824,-0.000564678,-0.000390889,-0.000281876
30.12491944,44.90605125,29.80106201,1.000000045,-0.000494504,-0.000420786,-0.000155327
30.22516572,41.32161317,29.80092386,1.000001544,0.000337157,0.000147278,-0.000224513
30.37617859,37.69422128,29.80020452,1.000001669,0.000604248,0.000309032,-0.000501549
30.60336724,34.02916761,29.79792893,1.000001639,0.000592445,0.000401348,-0.00033701
31.03094682,30.35218523,29.79359144,1.000001741,0.000254161,0.000364155,-0.000147038
33.5663659,29.24950807,29.89481647,0.999931592,0.007965803,-0.008109095,-1.77972E-05
36.19791183,28.9130729,29.97757989,0.999944065,0.008502207,-0.006397075,3.19108E-05
38.62269307,29.52328813,29.91156759,0.999954214,0.009388609,-0.004121543,8.34595E-05
41.56097906,29.5554618,29.87958468,0.999973585,0.00565097,-0.005054172,3.71323E-06
44.41169218,28.03965769,29.8443284,0.999991186,-0.00111889,-0.004478492,0.000233086
47.54706785,27.05029663,29.83656229,0.999990485,0.001510645,-0.005373151,0.000356152
50.80173417,26.20622139,29.82698212,0.999991935,0.001805005,-0.004558228,0.000244828
54.14544639,25.59670003,29.81025893,0.999993718,0.002212737,-0.003587001,0.000455956
57.40349087,26.26229045,29.77274223,0.99998339,0.005771959,-0.001989832,7.30908E-08
55.95088838,25.96635628,29.9389202,0.999893706,0.001096429,0.013720437,-1.58316E-05
54.14336557,25.76446317,29.97539033,0.999939871,0.001114699,0.011395018,8.23225E-05
52.03496548,25.65609924,29.96389942,0.999936464,0.001308155,0.011128106,-3.17521E-05
49.66319784,25.67702772,29.94864262,0.999961813,0.00139143,0.008954001,-1.24614E-05
47.06855779,25.78206327,29.85903768,0.999972761,0.001341695,0.007565568,-8.03358E-06
44.31939127,26.19914279,29.67657094,0.999979577,0.002093601,0.006394699,-4.97637E-06
46.31251052,25.88300971,29.91371794,0.999934344,-0.000868698,-0.011164472,-2.10448E-05
48.589727,26.09461695,29.98019887,0.999958889,0.001111291,-0.009257045,-6.45029E-06
51.09960051,26.3419895,29.96308306,0.999964189,0.000994877,-0.008128552,-6.4739E-05
53.82226327,26.62506351,29.95902784,0.99997792,0.000880427,-0.006877979,-9.67337E-06
56.71768234,26.94617883,29.82070836,0.999984398,0.000805552,-0.005873395,-5.91284E-06
59.789047,27.05678471,29.78065877,0.999988162,-9.1095E-05,-0.005193518,-5.15261E-06
62.96964386,26.74715141,29.801916,0.999990752,-0.00151994,-0.004370093,-4.72882E-06
66.18031096,26.33496111,29.81511384,0.999991217,-0.001815503,-0.004056971,0.000184349
69.33238097,25.44688604,29.7463513,0.999992211,-0.003196655,-0.002893046,-0.00033448
67.82603206,25.76495974,29.96663755,0.999901133,0.001829699,0.013263991,-8.86281E-06
66.046504,25.07477618,29.89973231,0.999936367,-0.001906639,0.011182615,-2.34124E-05
63.91058309,24.80811807,29.61595522,0.999951726,-9.30738E-05,0.009904675,-2.30002E-05
